disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh
1068,Closed,2001-01-23T05:00:00.000Z,4032798,644106,0,0,611198,0,13610,19298,fd8028479b6c5594f292848921726334,2019-10-10T19:40:45.056Z
1791,Open,,406266164,404693229.48,11571062.54,2571166.17,375855045.57,14695955.2,0,0,b4e89bd402d0133b7b493923c557f883,2019-12-17T20:32:32.487Z
1669,Closed,2011-07-29T04:00:00.000Z,1513964,1055799,0,0,1006953,17954,3196,27696,78b893b98dc5bbc4a3f05928d466ca18,2019-10-10T19:40:44.970Z
4233,Closed,2019-12-31T05:00:00.000Z,450169,472182,22508,19500,408161,22013,0,0,a766df64914f8fb2f1b0f2e2645fe8ea,2019-12-31T20:32:11.093Z
1514,Closed,2010-10-27T04:00:00.000Z,436568,0,0,0,0,0,0,0,3276b27b76e693f4bc4e12051f3da6dc,2019-10-10T19:40:44.598Z
1889,Closed,2018-09-21T04:00:00.000Z,2078615,2004623,0,0,1940594,64029,0,0,5a0b1d3b3d07a3dfa62aa9136eed5c9f,2019-10-10T19:40:44.993Z
4028,Open,,5481585,4495094,86029,0,4141026,268039,0,0,c25a85d37faedf109b7c12dc03276e70,2019-10-10T19:40:44.984Z
1031,Closed,2001-02-15T05:00:00.000Z,700291,737538,0,0,696700,3591,15442,21805,fa9c5e3461a12a7657a2e110d1e60d91,2019-10-10T19:40:44.919Z
4224,Open,,527810,248596,26391,0,196402,25803,0,0,03e1c04629e8a97f5fbac0a85523920f,2019-10-10T19:40:44.949Z
1201,Closed,2003-02-25T05:00:00.000Z,981551,919971,1837,0,832004,39097,19019,28014,3e03151504bac458db878c3e50800841,2019-10-10T19:40:44.944Z
1755,Closed,2016-05-31T04:00:00.000Z,825863,211419,30000,0,181136,283,0,0,0b58ab4a725ab50a5fe98d25be45ce8a,2019-10-10T19:40:45.055Z
4225,Open,,2206926,1405345.79,214225.04,40482,1070508.75,80130,0,0,e05f1f3e2a7541d300fd2a27ab828c9c,2019-10-19T15:57:34.832Z
4409,Open,,717721,0,0,0,0,0,0,0,b8908416c8535ef33fe90b6602a5823a,2019-12-20T20:32:17.948Z
921,Closed,1995-10-30T05:00:00.000Z,204945,219426,0,0,204945,0,5283,9198,9b99a3baae9089e4f3a9e4622030a7bf,2019-10-10T19:40:44.716Z
1969,Open,,4773633,4233090,115521,228633,3655505,233431,0,0,d0bfa1cc87b83a419958306bd676d9b1,2019-10-10T19:40:44.962Z
1816,Closed,2014-10-15T04:00:00.000Z,211628,93590,3508,13975,76107,0,0,0,2abdc7509f9feb431c30646c71350eed,2019-10-10T19:40:45.039Z
1228,Closed,2006-07-20T04:00:00.000Z,1615020,1649468,73155,0,1448941,50199,27222,49951,941445c400bee495bc53f8e7124dfd57,2019-10-10T19:40:44.717Z
4238,Open,,9954910,10422971.2,114631,366525,9455023.2,486792,0,0,848fe347366158e18edb597cdef509b0,2019-10-10T19:40:45.290Z
1705,Closed,2014-04-03T04:00:00.000Z,3296237,2957925,151976,189016,2377350,150083,15603,73897,9810cfa36ebdb4f7b769cdac79ba7396,2019-10-10T19:40:45.042Z
1101,Closed,2003-03-11T05:00:00.000Z,421569,397162,17769,0,313135,44323,8768,13167,9e32c9bc4523f12b171d6589905a0ac2,2019-10-10T19:40:44.999Z
828,Closed,1998-03-03T05:00:00.000Z,1244240,1318742,0,0,1244240,0,23948,50554,0956e3aa1f0ac8471b34570e0b112229,2019-10-10T19:40:44.991Z
1825,Closed,2017-09-29T04:00:00.000Z,5131637,5132047,251477,0,4700037,180533,0,0,f7af69000cafcaa299823821ad39c38f,2019-10-10T19:40:44.929Z
874,Closed,1996-08-01T04:00:00.000Z,357016,381442,0,0,350366,6650,8460,15966,c06736c7e05ca7efee486ebaa5f1f335,2019-10-10T19:40:44.981Z
1203,Closed,2014-07-22T04:00:00.000Z,39640629,36132902,258517,0,33893889,1163431,195048,622017,10727e495950c576e8afa951bd69f8b2,2019-10-10T19:40:45.049Z
1775,Closed,2014-12-31T05:00:00.000Z,1396400,93369,13490,69000,0,10879,0,0,2e5ee012c86dba29f1e8c0e049bc6c65,2019-10-10T19:40:44.951Z
4247,Open,,3957876,3980923.76,185939,273664,3494868.76,26452,0,0,5148948a2257bacb5878d3e8f0202a6d,2019-10-10T19:40:44.988Z
836,Closed,1994-09-07T04:00:00.000Z,80503,59946,0,0,55000,0,1746,3200,b2df43c578c916aad3c4e742a537028d,2019-10-10T19:40:45.003Z
1216,Closed,2008-11-19T05:00:00.000Z,2074746,2037056,1411566,0,485324,45497,29703,64966,c033e1f5dbd00c01d770c06d9929bfc4,2019-10-10T19:40:45.045Z
4147,Closed,2017-06-19T04:00:00.000Z,10338,359,0,0,0,359,0,0,2561c2ec76ad7e27db85e40a50f65fd9,2019-10-10T19:40:44.547Z
837,Closed,2000-11-16T05:00:00.000Z,270175,220678,0,0,198153,7197,5307,10021,59cc16cce25521564055d2c623f34b99,2019-10-10T19:40:44.940Z
978,Open,,0,0,0,0,0,0,0,0,7063768f7c1aaa25a03a8ffb87f413c6,2019-10-10T19:40:45.006Z
4243,Open,,4234411,3227342.75,0,296409,2723870.75,207063,0,0,4d238f13aef752d0be20f2ecf35f11de,2019-12-28T20:32:21.177Z
1737,Closed,2014-04-17T04:00:00.000Z,5119355,4620556,193652,265965,3982742,178197,0,0,8ecd9b590b535808f2adca6daf090263,2019-10-10T19:40:45.295Z
4113,Closed,2019-05-23T04:00:00.000Z,1212635,857916,59544,67372,672115,58885,0,0,420d567dea00152a6a21dbd96cfb47f6,2019-10-10T19:40:44.936Z
1299,Closed,2009-07-22T04:00:00.000Z,6541624,6074584,578087,0,5016509,279585,63473,136930,31bbc8ead5f56e98b1258bb5db20d8d0,2019-10-10T19:40:45.008Z
1860,Closed,2014-10-07T04:00:00.000Z,545175,463613,0,18750,433830,11033,0,0,7a85174175e4c9ad2a60308c4bc4c2e0,2019-10-10T19:40:44.984Z
867,Closed,1998-02-12T05:00:00.000Z,635366,671482,0,0,512150,122593,14147,22592,544a200f903050940a3e5969c8ec9c7e,2019-10-10T19:40:45.012Z
1115,Closed,2002-06-30T04:00:00.000Z,1854600,1939147,0,0,1854600,0,30091,54456,ef02e2ed154c66d562f12762fcbeb887,2019-10-10T19:40:44.966Z
908,Closed,2002-01-08T05:00:00.000Z,367596,394287,0,0,367596,0,8443,18248,9e7dc96d2e6de7538f28197e097c350e,2019-10-10T19:40:44.577Z
1050,Closed,2001-03-28T05:00:00.000Z,1844297,1929451,77615,0,1712535,54147,29995,55159,050ac5ca1dbd9524830ee3d7381cd21b,2019-10-10T19:40:44.937Z
4116,Open,,29481608,26447393.42,126310,720070.42,24159400,1441613,0,0,25123341a560b5840beb024d784a94ae,2019-10-10T19:40:45.025Z
1673,Closed,2013-06-12T04:00:00.000Z,1275000,1213406,0,0,1212087,0,217,1102,5d414062dc53b485aa7f61054aa15adb,2019-10-10T19:40:44.989Z
1214,Closed,2007-06-29T04:00:00.000Z,4450957,4219176,1702403,0,2353614,0,53151,110008,22fea96bd5e66589b150d8a757f839c2,2019-10-10T19:40:45.041Z
4008,Closed,2019-10-30T04:00:00.000Z,1498346,1262124.23,66767,0,1122160.44,73196.79000000001,0,0,3aaf57c28faab3e9cc040401194be8b7,2019-10-30T23:32:33.076Z
1540,Closed,2013-04-30T04:00:00.000Z,726541,533754,36310,50352,271044,155105,8405,12538,7f1516fc12601c5c7b90f90f9d653f63,2019-10-10T19:40:44.686Z
4118,Closed,2018-06-12T04:00:00.000Z,1004970,734810,45963,56444,583360,49043,0,0,06e8d8fc1b940c7e830dc4e69983a1a4,2019-10-10T19:40:44.969Z
1550,Closed,2011-10-26T04:00:00.000Z,1753472,1565093,53958,105237,1292196,43228,25959,44515,79c0e2539f863b23a40eb4abffbd99c1,2019-10-10T19:40:44.999Z
1141,Closed,2002-12-27T05:00:00.000Z,861406,911493,175619,0,685765,0,18853,31256,fd174f2a800ea93b300d154085ec967d,2019-10-10T19:40:44.997Z
1125,Closed,2002-09-30T04:00:00.000Z,937133,984405,682906,0,254227,0,20282,26990,47edb5be14e85adb5cbdd8852307cbc6,2019-10-10T19:40:44.946Z
1468,Closed,2010-08-19T04:00:00.000Z,136894,145376,0,0,136894,0,3831,4651,95ddcacd530e1faeec35fba3db9761da,2019-10-10T19:40:44.714Z
1000,Closed,2004-06-03T04:00:00.000Z,15395904,15782028,868604,0,14454993,72307,107736,278388,75f68e8c8824a8ca7ed3d4660357799a,2019-10-10T19:40:44.958Z
4018,Closed,2017-08-17T04:00:00.000Z,844086,832243,30334,41250,731371,29288,0,0,c92a647233f9858880c87bf7670f251a,2019-10-10T19:40:44.965Z
4022,Open,,34350163,29347649.27,1290928,2320526,24056472.27,1679723,0,0,609021959412658a6158388269802a9a,2019-10-10T19:40:45.001Z
4115,Closed,2017-07-11T04:00:00.000Z,1120821,1175629,44325,74400,1002096,54808,0,0,9ecd1d1debfc2dfde87ad21e904af0e4,2019-10-10T19:40:44.960Z
1285,Closed,2004-07-22T04:00:00.000Z,87527,86350,0,0,80477,0,2515,3358,48333427173499d3cb9d20edce079404,2019-10-10T19:40:44.942Z
990,Closed,1998-01-09T05:00:00.000Z,77186,79599,0,0,72906,0,2318,4375,bbafeb55535063ef9139af0195ecd07d,2019-10-10T19:40:44.940Z
1868,Closed,2015-09-24T04:00:00.000Z,4862807,4996596,36015,138750,4688041,133790,0,0,2829de7407551238b7c5b225f97631e9,2019-10-10T19:40:45.061Z
905,Closed,1999-04-28T04:00:00.000Z,108729,113572,0,0,104241,0,3207,6124,a015e35668e7a8ae828adcd3f6494cf7,2019-10-10T19:40:45.071Z
4217,Open,,3437491,3405917.66,134341.48,135039,2968444.18,168093,0,0,aec134e0396027b45be3ee9a84f45429,2019-11-19T20:32:43.615Z
4221,Open,,1176567,1146232,0,50451,1051560,44221,0,0,f50a0d35b9d95801f6228badbfeeea32,2019-10-10T19:40:44.969Z
4244,Open,,587278,139861,11625,36188,63330,28718,0,0,b04a911d5fa3e16293cde4a3f3eeee05,2019-10-10T19:40:45.064Z
1884,Closed,2019-02-19T05:00:00.000Z,7311533,7574086,307232,132585,6776735,357534,0,0,6698e6f00fdee810b35a2163ad3207cb,2019-10-10T19:40:44.987Z
1770,Closed,2015-07-01T04:00:00.000Z,4931610,2865034,169332,287337,2408365,0,0,0,7dfe3588b79194b9049988e5a875c8ea,2019-10-10T19:40:44.926Z
1012,Closed,1999-04-20T04:00:00.000Z,1234792,1175714,0,0,1118358,0,22532,34824,0168ff1d171c1521cc1cfb2382f8cea1,2019-10-10T19:40:44.999Z
1995,Closed,2016-12-19T05:00:00.000Z,1779618,1041788,0,73906,956544,11338,0,0,4a1220ee0ad25e6a19bd5a68c5f79100,2019-10-10T19:40:45.015Z
944,Closed,2001-03-08T05:00:00.000Z,442248,472177,41221,0,401027,0,10239,19690,d30287c97c2a377f5f6613c2fa48e6ec,2019-10-10T19:40:45.079Z
1182,Closed,2001-05-21T04:00:00.000Z,74940,79301,0,0,74030,0,2310,2961,75786f7b901ad35627df8d125e15a023,2019-10-10T19:40:44.916Z
1777,Closed,2015-12-16T05:00:00.000Z,2358549,1175154,193819,37832,834014,109489,0,0,6e9f4ed6c39e0fd70daee925e7a2cb60,2019-10-10T19:40:44.703Z
4220,Open,,1063290,1010167,0,45000,926354,38813,0,0,9fbfd93f3dbe1df6e4b4446379009777,2019-10-10T19:40:44.927Z
1397,Closed,2006-02-22T05:00:00.000Z,320256,197626,0,0,187392,0,4855,5379,06d3cf4b6077416d2f574102c41d218f,2019-10-10T19:40:44.713Z
4127,Open,,373420,267459,18671,23500,207028,18260,0,0,6ffe5855fe5b2ac904cbc146e6a59576,2019-10-10T19:40:44.978Z
4048,Open,,6936242,3647261,0,183000,3271779,192482,0,0,a0087047a9bfc9c8f8bd39cf9b66a1ed,2019-10-10T19:40:44.985Z
1438,Closed,2008-11-19T05:00:00.000Z,803646,716877,40182,56255,581578,0,15037,23825,47465f7173714edbcb09e3a7f499cdff,2019-10-10T19:40:45.042Z
1657,Closed,2011-06-30T04:00:00.000Z,87638,73741,0,11250,47939,10179,2005,2368,00a63a6c370d3a08bdb357c5a6161c2d,2019-10-10T19:40:44.988Z
1028,Closed,1998-09-28T04:00:00.000Z,686746,725333,0,0,685574,0,15203,24556,5930eea9727107cdb1abe0a106ebdddd,2019-10-10T19:40:44.670Z
4441,Open,,3474777,0,0,0,0,0,0,0,eebb9e9ab6ef5860de6687f81ae5a590,2019-12-03T20:31:41.097Z
4437,Open,,243194,0,0,0,0,0,0,0,44a0ec218e72176478f31501fc4e1446,2019-10-10T19:40:44.937Z
1769,Closed,2014-06-02T04:00:00.000Z,1207630,812801,0,0,812801,0,0,0,4ee1b3769c0656cfa6ff71a8778ef40a,2019-10-10T19:40:45.024Z
1767,Closed,2015-09-30T04:00:00.000Z,524596,493091,8246,31847,428299,24699,0,0,16471c495f4b4b84f7f273e24d064c30,2019-10-10T19:40:45.001Z
1523,Closed,2013-07-24T04:00:00.000Z,3039335,1007424,211482,181520,471388,94667,18686,29681,6a68917f05ffdf8bc2412b0dce0345a7,2019-10-10T19:40:45.008Z
1789,Closed,2019-07-03T04:00:00.000Z,2467003,1264949.02,0,152277,1078679,33993.020000000004,0,0,91389e192c4a52cb397140a6c52b5d27,2019-10-10T19:40:44.683Z
1237,Closed,2005-04-08T04:00:00.000Z,919106,528581,122795,0,313719,66010,11345,14712,f814eea02c6e5824c792f9bd49563ee8,2019-10-10T19:40:44.970Z
1126,Closed,2002-09-16T04:00:00.000Z,2359308,1669784,0,0,1613433,0,27424,28927,aee600e558bf259fc20e8c5b5b35efc4,2019-10-10T19:40:44.668Z
4227,Open,,690156,703231.5,0,35998,633484.5,33749,0,0,11ddde4ec799e67183314e5aa0bda7ab,2019-10-10T19:40:45.065Z
1074,Closed,2003-03-12T05:00:00.000Z,1930494,2025216,439445,0,1488778,0,30965,66028,07548600d48544f999a95463e6bb1caa,2019-10-10T19:40:45.033Z
1878,Closed,2014-07-14T04:00:00.000Z,1100036,54775,54775,0,0,0,0,0,d9acb80d422fecd84f03a23f2a1de564,2019-10-10T19:40:45.004Z
1664,Closed,2017-04-28T04:00:00.000Z,4869424,1660378,240204,385979,882845,150095,1255,0,a1c206ad4a4281351085442155534e86,2019-10-10T19:40:45.054Z
4126,Closed,2018-03-26T04:00:00.000Z,2920805,2747619,105595,182247,2316950,142827,0,0,89e3a3e2db42468653e1029846efd5ff,2019-10-10T19:40:44.929Z
1820,Closed,2018-08-02T04:00:00.000Z,336456,300107,16259,0,268709,15139,0,0,bb669ef24f70f435e36c62a625cf63f3,2019-10-10T19:40:44.920Z
1768,Closed,2016-06-01T04:00:00.000Z,24289286,18525751,0,190818,17321992,1012941,0,0,e4b23226503122561edb7dd818cfcdb8,2019-10-10T19:40:44.688Z
4237,Open,,3442782,888583,0,49500,670731,168352,0,0,08d6c81f8e4a55e1b3c5a11274097363,2019-10-10T19:40:44.984Z
4396,Open,,1180110,0,0,0,0,0,0,0,9ccd2437bc798f5c63e2cb79cb25ae5c,2019-10-25T09:24:52.771Z
4129,Open,,8627593,1627889,0,0,1206000,421889,0,0,b616862527e07d528711a5ccc92e58e4,2019-10-10T19:40:44.921Z
1244,Closed,2002-09-23T04:00:00.000Z,5400000,2801027,217573,0,2440952,38308,38624,65570,6841df65181c070f2aebda2a4233f1c5,2019-10-10T19:40:44.947Z
4450,Open,,767976,25599,0,0,0,25599,0,0,7cad3bc56ad1db9c87367ec3bba2b802,2019-10-10T19:40:44.916Z
1614,Closed,2013-03-26T04:00:00.000Z,763899,556944,0,9378,530548,0,803,16215,bf30aaa6de0609b01f4f292a0b2d0d25,2019-10-10T19:40:44.991Z
1826,Closed,2016-08-04T04:00:00.000Z,1762084,164087,0,107250,56837,0,0,0,12a4bcf486edc5780a8f91ce89793a80,2019-10-10T19:40:44.978Z
1487,Closed,2012-01-26T05:00:00.000Z,711325,697502,0,0,663258,0,14657,19587,446a6ed42421863987f9b078da828a90,2019-10-10T19:40:44.708Z
1192,Closed,2005-07-22T04:00:00.000Z,1340079,1245840,0,0,1136878,57421,23226,28315,c4cf741a9b07607c55e8eb2caa63cb00,2019-10-10T19:40:45.056Z
1420,Closed,2006-07-14T04:00:00.000Z,1214493,1122434,0,0,1011585,61857,16764,32228,cbf848a4ed5f44d213b22477ea7be7b7,2019-10-10T19:40:44.670Z
4117,Open,,9327865,9424861.25,402444.49,538077.53,8029343.86,454995.37,0,0,45af72c3f92ca0adeb77b10cef68c570,2019-11-22T20:47:29.849Z
1607,Open,,137903000,134256537.31,200000,8523815,111785984,12068560,643721.28,1034457.03,32a7032e9122cc65a72cb73b52e092fa,2019-10-10T19:40:44.989Z
1665,Closed,2014-04-25T04:00:00.000Z,16514231,7291700,0,627724,6128032,392333,3088,140523,63ba6943cb2c168d39a5859e22166a17,2019-10-10T19:40:45.037Z
1105,Closed,2002-06-06T04:00:00.000Z,253214,268598,12210,0,231990,9014,6247,9137,77cc915e67428f1690be7820dc94d2a7,2019-10-10T19:40:44.998Z
1642,Closed,2013-03-12T04:00:00.000Z,2600528,1881915,0,0,1851209,0,1765,28941,32375c84d2da37e1795cd193f562b313,2019-10-10T19:40:45.056Z
849,Open,,0,0,0,0,0,0,0,0,c2f9d23d2f345adf162befa95927a0a2,2019-10-10T19:40:45.033Z
1648,Closed,2012-04-16T04:00:00.000Z,514228,375402,0,22500,342486,0,539,9877,ae835b4035ae3082f1d1bbd1e809e118,2019-10-10T19:40:44.969Z
4047,Open,,4077356,482930.53,82757.61,151788.03,49001.89,199383,0,0,33c1d3b59f3956cc64699c4ce5b8957c,2019-10-10T19:40:44.722Z
4404,Open,,80586841,4500000,0,0,4500000,0,0,0,7c1d02d5ee2a41d7cf605c90de874321,2019-11-14T20:49:54.380Z
4432,Open,,5582417,0,0,0,0,0,0,0,ab61a36544c3c13ebfab83948aa02bdb,2019-11-07T20:31:46.360Z
1236,Closed,2005-04-08T04:00:00.000Z,1471849,1488053,0,0,1383694,33914,26161,44284,c7366c93fc94d04a32621b1c8f00b108,2019-10-10T19:40:44.994Z
1343,Closed,2008-10-21T04:00:00.000Z,558025,346748,0,0,254327,75185,7705,9531,533c89590678bbbb09cf12badfedb7dc,2019-10-10T19:40:44.692Z
4119,Closed,2017-08-16T04:00:00.000Z,1171493,1002978,14944,73334,864120,50580,0,0,1508039aaae7d8f182b8740949321cc8,2019-10-10T19:40:44.949Z
1991,Open,,4624853,2395885.63,230955,116324,1823387.63,225219,0,0,29273e4f315d1699b721ec25c35b97a8,2019-10-10T19:40:44.973Z
1396,Closed,2006-12-11T05:00:00.000Z,716100,93818,0,50127,37305,0,2733,3653,f1bb210ad9a40e92aabbd84b7563a164,2019-10-10T19:40:44.998Z
4125,Closed,2016-11-30T05:00:00.000Z,170941,178449,0,11250,158840,8359,0,0,cac334f73d30210ded3296a448cd00c5,2019-10-10T19:40:44.926Z
1124,Closed,2003-03-17T05:00:00.000Z,188873,161442,0,0,114072,38700,4146,4524,f20cb6693252a4c4b48bd21ed85e79be,2019-10-10T19:40:44.962Z
1271,Closed,2004-02-09T05:00:00.000Z,467466,495343,46747,0,416267,4452,10693,17184,dac0862838d6064e8a200b1a82b52ae4,2019-10-10T19:40:44.920Z
1525,Closed,2007-03-21T04:00:00.000Z,144980,7249,0,0,7249,0,0,0,21d936da9ad8dfddb11ab42c6f845e95,2019-10-10T19:40:44.703Z
1119,Closed,2003-04-29T04:00:00.000Z,1315468,1373341,329471,0,872536,109482,24489,37363,9af561de525449a2c1801a54d0eadf24,2019-10-10T19:40:45.043Z
1163,Closed,2006-09-11T04:00:00.000Z,16207111,14591601,0,0,13943969,207111,108416,332105,7108c9d23d7bad3468fcbacd157aa3e4,2019-10-10T19:40:44.589Z
4245,Open,,8124103,7148379.85,364019.85000000003,568687,5818404,397269,0,0,cb3be49e20e3dbe41edce63eb7e46d5c,2019-10-24T07:21:33.120Z
4448,Open,,0,0,0,0,0,0,0,0,732ee3684c6e810817d12792797404a9,2019-10-10T19:40:45.043Z
1516,Closed,2010-10-21T04:00:00.000Z,507255,409670,0,0,398520,0,3291,7859,d9f7c9b688cdf91b129183e6291268c0,2019-10-10T19:40:44.593Z
1986,Closed,2015-06-03T04:00:00.000Z,741547,487940,27629,51072,392368,16871,0,0,632754e4c8de3a81a311c600ff5903c1,2019-10-10T19:40:44.964Z
1509,Closed,2011-07-21T04:00:00.000Z,1118362,980174,27085,68461,583828,279039,2715,19046,f74b3517f6fdcde15dda4d03ce4787a3,2019-10-10T19:40:44.950Z
1967,Closed,2017-05-03T04:00:00.000Z,834372,851500,41719,0,768980,40801,0,0,6050d1f38169be85085d5eba3920e232,2019-10-10T19:40:45.027Z
4005,Closed,2019-02-13T05:00:00.000Z,955748,812698.37,0,24483,743686.37,44529,0,0,e80068995625dd344857954e29bcaa03,2019-10-10T19:40:45.072Z
977,Closed,1999-10-28T04:00:00.000Z,8346774,8175282,354465,0,7400865,95861,76494,247597,e368f150b3a94ee352de3c885beafad5,2019-10-10T19:40:44.959Z
4102,Closed,2018-09-26T04:00:00.000Z,456668,929.91,0,0,0,929.91,0,0,6d540b23a6f8f9e6ae2926a711a50461,2019-10-10T19:40:44.918Z
1276,Closed,2004-03-23T05:00:00.000Z,1097391,1158596,54870,0,992521,50000,22362,38843,276b8ad532e6030937e2f1a15533f3c2,2019-10-10T19:40:44.915Z
1218,Closed,2004-08-19T04:00:00.000Z,1262055,1313781,0,0,1262055,0,23899,27827,86ce36e0e880b658415814d06292367f,2019-10-10T19:40:44.711Z
1160,Closed,2001-10-23T04:00:00.000Z,1286415,1349833,112325,0,1169838,0,24298,43372,392e849ed3705fbcb6656de980ebe2c1,2019-10-10T19:40:44.922Z
1219,Closed,2003-12-09T05:00:00.000Z,507617,452417,18338,0,402141,7251,9851,14836,a9c31168162144705a1e808e4fdf9fff,2019-10-10T19:40:44.598Z
879,Closed,2002-05-24T04:00:00.000Z,108044,116774,0,0,108044,0,3269,5461,1652f56a1dfc54e1f1ba9513df654bec,2019-10-10T19:40:44.946Z
917,Closed,1998-02-03T05:00:00.000Z,75428,82209,0,0,75428,0,2394,4387,339cb6b583b09cacda50bfc4ba3a6a24,2019-10-10T19:40:45.014Z
4236,Open,,1359816,1192406,65250,0,1077205,49951,0,0,0b5f11a02d5353abd18ffbea168b9b34,2019-10-10T19:40:45.051Z
880,Closed,2001-11-13T05:00:00.000Z,426194,455147,0,0,426194,0,9905,19048,a82d13952daf0d7282dd0618508d53e3,2019-10-10T19:40:45.006Z
4421,Open,,34368936,493657,0,0,0,493657,0,0,4e4835ac332b968ec258dc4de5db7153,2019-10-10T19:40:44.964Z
1109,Closed,1996-04-02T05:00:00.000Z,0,0,0,0,0,0,0,0,0b2b17f6a1cdd2375bca724b92cd1e19,2019-10-10T19:40:44.958Z
1191,Closed,2004-03-04T05:00:00.000Z,533438,561460,42785,0,471292,19361,11989,16033,aea98c0532803763446a6c695b868d23,2019-10-10T19:40:44.936Z
1629,Closed,2015-09-14T04:00:00.000Z,660066,640210,22872,45248,327139,222892,9163,12896,27a8f17b2c54f6aea5c4328b74a783a3,2019-10-10T19:40:45.057Z
1455,Closed,2009-12-22T05:00:00.000Z,1115555,813465,0,0,774435,0,21586,17444,2ebb47c9882198c5661f332216d1d784,2019-10-10T19:40:44.946Z
1187,Closed,2004-06-23T04:00:00.000Z,1841385,1925860,69361,0,1771525,0,29959,55015,b733284f64d230491ca4cd8336bcde0f,2019-10-10T19:40:45.039Z
1528,Closed,2011-01-27T05:00:00.000Z,254672,253348,2097,0,243750,0,1,7500,d5332023332235f0cb029f5925c087a4,2019-10-10T19:40:44.671Z
4136,Open,,3755594,2174365.34,180785.05000000002,89580.52,1764184.4500000002,139815.32,0,0,48e8d2777149f94b5af0cfe67f4fb4e0,2019-12-20T20:32:17.677Z
1112,Closed,2008-01-30T05:00:00.000Z,3649423,3533466,0,0,3368097,52185,32189,80995,e1e19255014ffb158983978cfa8f67e4,2019-10-10T19:40:44.987Z
838,Closed,2000-09-15T04:00:00.000Z,34256,37400,0,0,34256,0,1089,2055,8f27d49981f352e36a9fae5e835eb3ac,2019-10-10T19:40:45.047Z
1159,Closed,2004-04-27T04:00:00.000Z,11343657,11695715,96627,0,10903482,343548,94009,258049,138d752d33122597fd2e212e139e9e38,2019-10-10T19:40:44.579Z
1440,Closed,2011-12-11T05:00:00.000Z,2396000,2252775,0,44314,2061023,96056,21706,29676,7891f91d520926cd89d343b0a3aac442,2019-10-10T19:40:44.969Z
4098,Open,,3704581,3807365.8200000003,0,41700,3584511.8200000003,181154,0,0,ce83005ba98eed4746b417fd7091811c,2019-10-10T19:40:44.690Z
1609,Open,,145510666,147332673.34,14423338,9133480,116134369,5346149,742221.51,1553115.83,f8dce14154d5f918b4c69d6891862e2c,2019-10-10T19:40:44.994Z
1208,Closed,2007-06-29T04:00:00.000Z,3177963,2957963,159144,0,2679221,0,40222,79376,9842950e07b574242db38d353827baac,2019-10-10T19:40:45.042Z
4447,Open,,3955803,0,0,0,0,0,0,0,94ce21fed3935ac0f939f83aaf8083c6,2019-10-10T19:40:45.004Z
1987,Closed,2017-01-30T05:00:00.000Z,568759,409119,0,0,396633,12486,0,0,9b5fce30679a13b509d8aa52e6acc8cf,2019-10-10T19:40:44.972Z
824,Closed,1995-10-01T04:00:00.000Z,320484,201496,0,0,183257,0,6042,12197,081b6022e58a46e59caa71413a3c6a58,2019-10-10T19:40:45.007Z
1957,Open,,8550375,5329303.09,0,0,4984540.09,344763,0,0,830dc1b932488a1ac74da562db89d203,2019-10-10T19:40:45.016Z
4095,Closed,2017-10-12T04:00:00.000Z,318754,158765,0,0,149212,9553,0,0,310ec878ca8a5bc36fe85d74ae807d30,2019-10-10T19:40:45.075Z
983,Closed,2001-11-20T05:00:00.000Z,474895,505868,0,0,474895,0,10899,20074,0053b5822cee7ec94e217705f744863a,2019-10-10T19:40:45.079Z
1426,Closed,2011-04-05T04:00:00.000Z,7779018,7923456,0,0,7665328,113690,26104,118334,b0587dd5708692a0ece2f641731077f8,2019-10-10T19:40:44.595Z
4131,Closed,2019-09-25T04:00:00.000Z,2039516,1690747.48,81656,89233,1421059.25,98799.23,0,0,a91766958bd9b6d7e26605904308ea75,2019-10-10T19:40:44.544Z
936,Closed,1999-12-07T05:00:00.000Z,250736,157301,0,0,145275,0,4065,7961,1602bdaa981b045398c9d75a9fd14eb1,2019-10-10T19:40:45.058Z
1179,Closed,2004-10-09T04:00:00.000Z,1533442,1310813,123929,0,1109505,15300,23869,38210,555e2a0a464b02cd345fd848d4df3f27,2019-10-10T19:40:45.039Z
1008,Closed,2014-04-22T04:00:00.000Z,734215126,745837749,36055805,0,688694711,9272691,3741706,8072836,33793d126da52f02a98e342734b4ffe3,2019-10-10T19:40:44.977Z
1241,Closed,2004-01-15T05:00:00.000Z,311880,302741,0,0,250308,41505,7010,3918,2c055a64da31d7078ad3e38e79e88ff5,2019-10-10T19:40:44.951Z
1876,Closed,2018-12-13T05:00:00.000Z,3609380,3177806.11,147791,206277,2649971.01,173767.1,0,0,4053f7a698af7108aba2d43c619f6dbb,2019-10-10T19:40:44.950Z
1963,Closed,2019-06-03T04:00:00.000Z,1463196,1296030.03,53261,0,1187703,55066.03,0,0,2336ab3ebeaf671f4d7d9ae7bff24fbd,2019-10-10T19:40:44.957Z
4419,Open,,625715,0,0,0,0,0,0,0,78f515bb66cb97da5a32a96b55a402c9,2019-10-10T19:40:45.005Z
